profile,seed_split,job_id,scenario,seed,variant,variant_label,failure_mode,unit,target,truth,call,status,outcome,evidence,final_evaluation
smoke,evaluation,smoke_aligned_dynamics_evaluation_seed1,aligned_dynamics,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,calibration,smoke_centroid_shift_calibration_seed0,centroid_shift,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_centroid_shift_calibration_seed0,centroid_shift,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_centroid_shift_calibration_seed0,centroid_shift,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_centroid_shift_calibration_seed0,centroid_shift,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_centroid_shift_calibration_seed0,centroid_shift,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,evaluation,smoke_centroid_shift_evaluation_seed1,centroid_shift,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_centroid_shift_evaluation_seed1,centroid_shift,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_centroid_shift_evaluation_seed1,centroid_shift,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_centroid_shift_evaluation_seed1,centroid_shift,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_centroid_shift_evaluation_seed1,centroid_shift,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,calibration,smoke_covariance_only_calibration_seed0,covariance_only,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_covariance_only_calibration_seed0,covariance_only,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_covariance_only_calibration_seed0,covariance_only,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_covariance_only_calibration_seed0,covariance_only,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_covariance_only_calibration_seed0,covariance_only,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,evaluation,smoke_covariance_only_evaluation_seed1,covariance_only,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_covariance_only_evaluation_seed1,covariance_only,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_covariance_only_evaluation_seed1,covariance_only,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_covariance_only_evaluation_seed1,covariance_only,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_covariance_only_evaluation_seed1,covariance_only,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,calibration,smoke_discordant_dynamics_calibration_seed0,discordant_dynamics,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_discordant_dynamics_calibration_seed0,discordant_dynamics,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_discordant_dynamics_calibration_seed0,discordant_dynamics,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_discordant_dynamics_calibration_seed0,discordant_dynamics,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_discordant_dynamics_calibration_seed0,discordant_dynamics,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,evaluation,smoke_discordant_dynamics_evaluation_seed1,discordant_dynamics,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_discordant_dynamics_evaluation_seed1,discordant_dynamics,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_discordant_dynamics_evaluation_seed1,discordant_dynamics,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_discordant_dynamics_evaluation_seed1,discordant_dynamics,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_discordant_dynamics_evaluation_seed1,discordant_dynamics,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,calibration,smoke_local_warp_calibration_seed0,local_warp,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_local_warp_calibration_seed0,local_warp,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_local_warp_calibration_seed0,local_warp,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_local_warp_calibration_seed0,local_warp,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_local_warp_calibration_seed0,local_warp,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,evaluation,smoke_local_warp_evaluation_seed1,local_warp,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_local_warp_evaluation_seed1,local_warp,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_local_warp_evaluation_seed1,local_warp,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_local_warp_evaluation_seed1,local_warp,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_local_warp_evaluation_seed1,local_warp,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,calibration,smoke_null_calibration_seed0,unknown,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_null_calibration_seed0,unknown,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_null_calibration_seed0,unknown,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_null_calibration_seed0,unknown,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_null_calibration_seed0,unknown,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,evaluation,smoke_null_evaluation_seed1,unknown,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_null_evaluation_seed1,unknown,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_null_evaluation_seed1,unknown,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_null_evaluation_seed1,unknown,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_null_evaluation_seed1,unknown,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,calibration,smoke_outlier_contamination_calibration_seed0,outlier_contamination,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_outlier_contamination_calibration_seed0,outlier_contamination,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_outlier_contamination_calibration_seed0,outlier_contamination,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_outlier_contamination_calibration_seed0,outlier_contamination,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_outlier_contamination_calibration_seed0,outlier_contamination,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,evaluation,smoke_outlier_contamination_evaluation_seed1,outlier_contamination,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_outlier_contamination_evaluation_seed1,outlier_contamination,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_outlier_contamination_evaluation_seed1,outlier_contamination,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_outlier_contamination_evaluation_seed1,outlier_contamination,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_outlier_contamination_evaluation_seed1,outlier_contamination,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,calibration,smoke_replicate_heterogeneity_calibration_seed0,replicate_heterogeneity,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_replicate_heterogeneity_calibration_seed0,replicate_heterogeneity,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_replicate_heterogeneity_calibration_seed0,replicate_heterogeneity,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,True,assessed,falsely_calls,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_replicate_heterogeneity_calibration_seed0,replicate_heterogeneity,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,True,assessed,falsely_calls,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_replicate_heterogeneity_calibration_seed0,replicate_heterogeneity,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,True,assessed,falsely_calls,scgeo.tl.shift on X_truth,False
smoke,evaluation,smoke_replicate_heterogeneity_evaluation_seed1,replicate_heterogeneity,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_replicate_heterogeneity_evaluation_seed1,replicate_heterogeneity,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_replicate_heterogeneity_evaluation_seed1,replicate_heterogeneity,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,True,assessed,falsely_calls,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_replicate_heterogeneity_evaluation_seed1,replicate_heterogeneity,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,True,assessed,falsely_calls,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_replicate_heterogeneity_evaluation_seed1,replicate_heterogeneity,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,True,assessed,falsely_calls,scgeo.tl.shift on X_truth,True
smoke,calibration,smoke_representation_corruption_calibration_seed0,representation_corruption,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_representation_corruption_calibration_seed0,representation_corruption,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_representation_corruption_calibration_seed0,representation_corruption,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_representation_corruption_calibration_seed0,representation_corruption,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_representation_corruption_calibration_seed0,representation_corruption,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,evaluation,smoke_representation_corruption_evaluation_seed1,representation_corruption,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_representation_corruption_evaluation_seed1,representation_corruption,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_representation_corruption_evaluation_seed1,representation_corruption,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_representation_corruption_evaluation_seed1,representation_corruption,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_representation_corruption_evaluation_seed1,representation_corruption,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,calibration,smoke_unequal_cell_counts_calibration_seed0,unequal_cell_counts,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_unequal_cell_counts_calibration_seed0,unequal_cell_counts,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_unequal_cell_counts_calibration_seed0,unequal_cell_counts,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_unequal_cell_counts_calibration_seed0,unequal_cell_counts,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,calibration,smoke_unequal_cell_counts_calibration_seed0,unequal_cell_counts,0,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,False
smoke,evaluation,smoke_unequal_cell_counts_evaluation_seed1,unequal_cell_counts,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_0,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_unequal_cell_counts_evaluation_seed1,unequal_cell_counts,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_1,True,True,assessed,detects_correctly,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_unequal_cell_counts_evaluation_seed1,unequal_cell_counts,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_unequal_cell_counts_evaluation_seed1,unequal_cell_counts,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,evaluation,smoke_unequal_cell_counts_evaluation_seed1,unequal_cell_counts,1,A_mean_shift_one_rep,A. original mean shift on one representation,centroid_shift,state,state_4,False,False,assessed,correctly_rejects,scgeo.tl.shift on X_truth,True
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,B_robust_shift_one_rep,B. robust shift on one representation,centroid_shift,state,state_0,False,False,assessed,correctly_rejects,robust_shift geometric_median on X_truth,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,C_robust_shift_representation_consensus,C. robust shift plus representation consensus,centroid_shift,state,state_0,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,D_plus_local_geometry,D. C plus local geometry diagnostics,centroid_shift,state,state_0,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,E_plus_dynamics,E. D plus dynamics agreement,centroid_shift,state,state_0,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,B_robust_shift_one_rep,B. robust shift on one representation,centroid_shift,state,state_1,False,False,assessed,correctly_rejects,robust_shift geometric_median on X_truth,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,C_robust_shift_representation_consensus,C. robust shift plus representation consensus,centroid_shift,state,state_1,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,D_plus_local_geometry,D. C plus local geometry diagnostics,centroid_shift,state,state_1,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,E_plus_dynamics,E. D plus dynamics agreement,centroid_shift,state,state_1,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,B_robust_shift_one_rep,B. robust shift on one representation,centroid_shift,state,state_2,False,False,assessed,correctly_rejects,robust_shift geometric_median on X_truth,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,C_robust_shift_representation_consensus,C. robust shift plus representation consensus,centroid_shift,state,state_2,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,D_plus_local_geometry,D. C plus local geometry diagnostics,centroid_shift,state,state_2,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,E_plus_dynamics,E. D plus dynamics agreement,centroid_shift,state,state_2,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,B_robust_shift_one_rep,B. robust shift on one representation,centroid_shift,state,state_3,False,False,assessed,correctly_rejects,robust_shift geometric_median on X_truth,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,C_robust_shift_representation_consensus,C. robust shift plus representation consensus,centroid_shift,state,state_3,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,D_plus_local_geometry,D. C plus local geometry diagnostics,centroid_shift,state,state_3,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
smoke,calibration,smoke_abundance_only_calibration_seed0,abundance_only,0,E_plus_dynamics,E. D plus dynamics agreement,centroid_shift,state,state_3,False,False,representation_unstable,representation_unstable,robust_shift X_truth gated by representation consensus,False
